,name,city,rating,rating_count,cost,cuisine
13324,Millet Express,"Indiranagar,Bangalore",4.6,50,150,"South Indian,Healthy Food"
13325,Srinathji's Restaurant ( Taste the Nectar ),"Indiranagar,Bangalore",4.3,100,500,"North Indian,Indian"
13326,Cream Stone Ice Cream,"Indiranagar,Bangalore",4.5,100,250,"Ice Cream,Desserts"
13327,Rolls On Wheels,"Indiranagar,Bangalore",4.2,500,300,Snacks
13328,Cheese Meets Bread,"Indiranagar,Bangalore",4.4,100,300,"Snacks,Beverages"
13329,Punjabi Dhaba,"Indiranagar,Bangalore",3.5,500,200,"North Indian,Punjabi"
13330,Phobidden Fruit,"Indiranagar,Bangalore",4.7,100,1500,"Vietnamese,Asian"
13332,The Daily Meal,"Indiranagar,Bangalore",4.2,20,250,Indian
13334,The Lassi Pub,"Indiranagar,Bangalore",5.0,20,100,Juices
13336,Srinidhi Sagar,"Indiranagar,Bangalore",3.9,100,200,"South Indian,North Indian"
13337,The table,"Indiranagar,Bangalore",4.4,20,300,"Sweets,Ice Cream"
13338,Barbeque Nation,"Indiranagar,Bangalore",3.9,50,600,"North Indian,Barbecue"
13339,Srinidhi Sagar Deluxe,"Indiranagar,Bangalore",4.1,100,200,"South Indian,North Indian"
13340,Dindigul Thalappakatti,"Indiranagar,Bangalore",3.8,100,650,"Biryani,Barbecue"
13341,Chai Point,"Indiranagar,Bangalore",4.4,500,150,"Bakery,Beverages"
13342,Cream N Cha,"Indiranagar,Bangalore",4.2,20,200,"Desserts,Ice Cream"
13344,Kanti Sweets,"Indiranagar,Bangalore",4.4,100,100,Desserts
13345,ODIA KHAIBA,"Indiranagar,Bangalore",4.0,500,200,"Indian,Seafood"
13346,Madras Meal Company,"Indiranagar,Bangalore",4.0,100,350,"South Indian,Chettinad"
13348,Apsara Ice Creams,"Indiranagar,Bangalore",4.6,50,150,"Ice Cream,Desserts"
13350,Sichuan,"Indiranagar,Bangalore",4.3,100,500,"Chinese,Pan-Asian"
13356,Desi Chinese Kitchen,"Indiranagar,Bangalore",4.4,100,300,Chinese
13357,Burger Seigneur,"Indiranagar,Bangalore",4.1,100,1300,"American,Continental"
13358,Glen's Bakehouse,"Indiranagar,Bangalore",4.4,500,500,"Desserts,Bakery"
13362,Fresh Bites,"Indiranagar,Bangalore",4.1,500,200,"North Indian,South Indian"
13364,Paakashala,"Indiranagar,Bangalore",4.2,500,500,"South Indian,North Indian"
13367,Luru Sandwich Company,"Indiranagar,Bangalore",4.0,20,300,"Fast Food,American"
13369,Misu,"Indiranagar,Bangalore",4.2,100,1300,"Asian,Chinese"
13372,Halli Mane Rotti,"Indiranagar,Bangalore",3.9,20,200,South Indian
13374,Truffles,"Indiranagar,Bangalore",4.5,1000,450,"American,Desserts"
13376,MMA Kabab & Rolls,"Indiranagar,Bangalore",3.7,100,200,"Biryani,Chinese"
13378,Slurpy Shakes,"Indiranagar,Bangalore",4.0,20,150,"Beverages,Ice Cream"
13379,The Bengaluru Brasserie by Hyatt Centric - Bangalore,"Indiranagar,Bangalore",3.2,20,600,"Indian,Asian"
13382,Istah - Shawarma & Biryani,"Indiranagar,Bangalore",4.2,500,250,"Biryani,Arabian"
13383,BENGALI KHABAR,"Indiranagar,Bangalore",4.0,100,250,Bengali
13384,Namma Madurai,"Indiranagar,Bangalore",4.2,100,150,South Indian
13387,Hanoi,"Indiranagar,Bangalore",4.3,50,1000,"Asian,Pan-Asian"
13389,Punjabi Chaap Corner,"Indiranagar,Bangalore",3.8,100,350,"Indian,North Indian"
13390,The Brekkie Shop - All Day Menu,"Indiranagar,Bangalore",4.3,100,200,"British,Italian"
13391,Laddoos,"Indiranagar,Bangalore",4.2,500,200,"North Indian,Chaat"
13392,Chowman,"Indiranagar,Bangalore",4.3,500,800,"Asian,Chinese"
13393,Moochwala Paratha Co,"Indiranagar,Bangalore",4.5,20,400,"North Indian,Punjabi"
13396,Chianti,"Indiranagar,Bangalore",4.4,100,1250,"Italian,Pizzas"
13399,Brik Oven,"Indiranagar,Bangalore",4.3,500,1000,"Italian,Pizzas"
13402,Donne Biryani Adda,"Indiranagar,Bangalore",3.0,50,200,"Biryani,South Indian"
13403,HomeSe Just Veg,"Indiranagar,Bangalore",3.7,20,200,"South Indian,North Indian"
13405,Side dish,"Indiranagar,Bangalore",3.7,20,200,"Tandoor,North Indian"
13407,Smoodies & Juices: Yours Fruitfully,"Indiranagar,Bangalore",4.1,20,140,"Snacks,Healthy Food"
13408,Fresh Bowls,"Indiranagar,Bangalore",3.7,20,200,"North Indian,Chinese"
13409,PIZZAAJ,"Indiranagar,Bangalore",3.9,50,150,Pizzas
13410,Biryani Khazana,"Indiranagar,Bangalore",3.8,50,250,Biryani
13411,Kaati Zone Rolls & Wraps,"Indiranagar,Bangalore",4.1,100,150,"Fast Food,Beverages"
13413,Bite Me Cupcakes,"Indiranagar,Bangalore",4.1,100,150,"Bakery,Desserts"
13416,New Udupi Grand,"Indiranagar,Bangalore",4.3,100,200,"South Indian,Chinese"
13417,Citrus - The Leela Palace Bengaluru,"Indiranagar,Bangalore",3.9,20,800,"Indian,Chinese"
13418,Tandoori Taal,"Indiranagar,Bangalore",4.3,500,900,"North Indian,Biryani"
13420,BOX8 - Desi Meals,"Indiranagar,Bangalore",3.6,100,250,"North Indian,Biryani"
13422,Subbudus The SnackStop ( Eswaris Homemade snacks ),"Indiranagar,Bangalore",4.5,20,150,"Sweets,Snacks"
13426,Corner House Ice Cream,"Indiranagar,Bangalore",4.6,1000,250,"Ice Cream,Desserts"
13427,Mamaji PavBhaji,"Indiranagar,Bangalore",5.0,20,250,"Street Food,Snacks"
13429,Ludos Pizza,"Indiranagar,Bangalore",4.1,100,300,"Italian,Pizzas"
13430,Maalgaadi by Dhaba Estd 1986 Delhi,"Indiranagar,Bangalore",4.1,1000,300,"North Indian,Indian"
13431,Banashankari Donne Biryani,"Indiranagar,Bangalore",3.8,20,300,Biryani
13433,Chinese Daily,"Indiranagar,Bangalore",4.2,100,400,"Chinese,Pan-Asian"
13436,Hyderabadi Biryani Paradise,"Indiranagar,Bangalore",2.7,20,300,"Biryani,Chinese"
13438,Meat and Eat,"Indiranagar,Bangalore",4.1,100,300,Biryani
13439,Old Delhi Tandoor,"Indiranagar,Bangalore",3.5,20,400,"North Indian,Kebabs"
13443,Fritoburger,"Indiranagar,Bangalore",4.6,50,250,"Burgers,American"
13444,Fullyfilled,"Indiranagar,Bangalore",4.0,20,200,Street Food
13446,MAGGINATION,"Indiranagar,Bangalore",4.1,50,200,Indian
13447,Dal Roti Sabji,"Indiranagar,Bangalore",4.5,500,150,North Indian
13448,The Chaap Factory,"Indiranagar,Bangalore",3.6,20,350,"Kebabs,North Indian"
13449,Biryani Blues,"Indiranagar,Bangalore",4.3,100,400,"Biryani,Hyderabadi"
13451,Samosa Party,"Indiranagar,Bangalore",4.2,500,150,"Chaat,North Indian"
13453,Maison Du Brownie and Cheese Cake,"Indiranagar,Bangalore",4.3,50,200,Desserts
13455,BaHa Superfoods,"Indiranagar,Bangalore",3.5,20,200,"Healthy Food,Juices"
13456,Curry On Tikka,"Indiranagar,Bangalore",4.0,100,300,"North Indian,Punjabi"
13458,Bhartiya Jalpan,"Indiranagar,Bangalore",4.1,1000,300,"North Indian,Sweets"
13459,Punjabi Nawabi,"Indiranagar,Bangalore",3.8,500,250,North Indian
13460,Coast N Kebabs,"Indiranagar,Bangalore",2.3,20,400,"Seafood,Kebabs"
13461,Habibi Falafel,"Indiranagar,Bangalore",4.1,100,300,"Arabian,Mediterranean"
13463,Burgers & More,"Indiranagar,Bangalore",4.8,20,300,"American,Mexican"
13468,Art Of Dum,"Indiranagar,Bangalore",4.3,100,750,"North Indian,Biryani"
13472,Coffee Mechanics,"Indiranagar,Bangalore",4.8,20,400,"Bakery,American"
13474,Kawaii Mochi Bar,"Indiranagar,Bangalore",4.0,50,240,"Ice Cream,Desserts"
13475,Dil Punjabi,"Indiranagar,Bangalore",4.1,100,300,"North Indian,Punjabi"
13478,Midnight Pizza And Food,"Indiranagar,Bangalore",3.7,20,200,"Pizzas,Chinese"
13481,WarmOven Cakes & Desserts,"Indiranagar,Bangalore",4.0,100,200,"Bakery,Desserts"
13483,Big Pitcher,"Indiranagar,Bangalore",4.3,50,650,"North Indian,Mediterranean"
13485,Crusty's by Chefkraft,"Indiranagar,Bangalore",4.3,20,250,"Pizzas,Pastas"
13486,The Daily Bowl,"Indiranagar,Bangalore",4.0,20,250,Indian
13487,Sri Udupi Park (100ft Road),"Indiranagar,Bangalore",4.3,1000,100,"South Indian,North Indian"
13489,Shanghai Social,"Indiranagar,Bangalore",4.2,20,350,"Chinese,Fast Food"
13491,Senoritas Mexican kitchen by Little Italy,"Indiranagar,Bangalore",4.8,100,500,"Mexican,Desserts"
13492,DVG Benne Dosa,"Indiranagar,Bangalore",4.0,100,100,South Indian
13493,Pasta Street,"Indiranagar,Bangalore",4.3,100,900,"Italian,Pizzas"
13495,RUMI,"Indiranagar,Bangalore",4.1,100,500,"Indian,North Indian"
13496,UTHRA,"Indiranagar,Bangalore",4.2,50,350,"North Indian,Chinese"
13498,Social,"Indiranagar,Bangalore",4.2,100,500,"North Indian,Chinese"
13499,Lucky Chan,"Indiranagar,Bangalore",4.1,50,1800,"Asian,Chinese"
13500,Happy Belly Bakes- Cakes and Desserts,"Indiranagar,Bangalore",4.6,100,500,"Desserts,Bakery"
13502,Chung's Pavilion,"Indiranagar,Bangalore",4.2,100,600,Chinese
13503,Madurai Idly Shop (80 ft. Road),"Indiranagar,Bangalore",4.1,1000,150,South Indian
13506,O4H - Order For Health,"Indiranagar,Bangalore",4.6,50,400,"Healthy Food,Salads"
13507,Adiga's,"Indiranagar,Bangalore",4.3,500,200,"South Indian,North Indian"
13509,Bombay 2 Delhi,"Indiranagar,Bangalore",4.5,20,400,"Indian,Fast Food"
13510,BOSS Burger,"Indiranagar,Bangalore",4.2,500,500,"American,Continental"
13512,Marwar's,"Indiranagar,Bangalore",4.3,50,150,"North Indian,Rajasthani"
13513,Bekal,"Indiranagar,Bangalore",3.9,100,400,"Kerala,Mangalorean"
13514,ARAKU Coffee,"Indiranagar,Bangalore",4.2,20,500,"Bakery,Beverages"
13515,Chobi's Magic Snacks,"Indiranagar,Bangalore",4.6,20,150,"Snacks,Street Food"
13517,Asha Sweet Center,"Indiranagar,Bangalore",4.3,500,100,"Sweets,Desserts"
13518,GetAWhey - Healthy Ice creams.,"Indiranagar,Bangalore",4.6,20,250,"Ice Cream,Healthy Food"
13520,TAPAS HIDEOUT,"Indiranagar,Bangalore",3.7,20,300,"North Indian,Snacks"
13521,BurgerMan,"Indiranagar,Bangalore",4.7,50,400,"American,Continental"
13522,Brownie Heaven,"Indiranagar,Bangalore",4.2,50,300,"Desserts,Snacks"
13523,Shawarma Indiah,"Indiranagar,Bangalore",5.0,20,400,"Arabian,Fast Food"
13524,Puliyogare Palace,"Indiranagar,Bangalore",3.6,50,250,"South Indian,Desserts"
13526,Coastal Home Food,"Indiranagar,Bangalore",4.0,20,249,"Indian,Seafood"
13527,Tomba kitchen,"Indiranagar,Bangalore",4.2,500,300,Chinese
13529,Achayyan's,"Indiranagar,Bangalore",3.6,100,400,"Kerala,South Indian"
13530,Kota Kachori And Falahaar,"Indiranagar,Bangalore",3.8,100,150,"Chaat,North Indian"
13531,Sultan dum biryani,"Indiranagar,Bangalore",3.8,20,300,"Biryani,Desserts"
13534,Thin Tony's Pizza,"Indiranagar,Bangalore",4.2,50,300,"Pizzas,Italian-American"
13535,The Blue bawarchi restaurant(odia and Bengali food,"Indiranagar,Bangalore",3.8,20,300,"Bengali,Oriya"
13536,NEW ROOTI MANE,"Indiranagar,Bangalore",4.3,50,160,South Indian
13538,HRX by Eatfit,"Indiranagar,Bangalore",5.0,20,270,"Healthy Food,Pizzas"
13540,Sweet Truth - Cake and Desserts,"Indiranagar,Bangalore",3.8,20,450,"Ice Cream,Bakery"
13543,Sri Krishna Nanda Gokula Veg,"Indiranagar,Bangalore",4.2,50,149,"South Indian,Chinese"
13544,Toit,"Indiranagar,Bangalore",4.3,100,1000,"American,Italian"
13546,Sardarji Da Dhaba,"Indiranagar,Bangalore",4.2,20,500,"Indian,Chinese"
13547,Taco Bell,"Indiranagar,Bangalore",4.2,500,300,Mexican
13548,Once Upon A Flame,"Indiranagar,Bangalore",4.1,20,800,"Continental,Steakhouse"
13550,"Thalis , Bowls & More","Indiranagar,Bangalore",2.7,20,350,"Pizzas,North Indian"
13551,JUST BAKE (INDIRA NAGAR),"Indiranagar,Bangalore",3.5,20,400,"Bakery,Desserts"
13554,Kadamba Foodline,"Indiranagar,Bangalore",4.2,20,400,South Indian
13556,Peetuk,"Indiranagar,Bangalore",4.1,500,500,"Bengali,Chinese"
13561,The Salad Studio,"Indiranagar,Bangalore",4.3,100,300,"Healthy Food,Salads"
13562,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Indiranagar,Bangalore",3.9,50,250,"Beverages,Desserts"
13564,Watson's,"Indiranagar,Bangalore",3.7,20,450,"North Indian,South Indian"
13565,Neeta's Kitchen,"Indiranagar,Bangalore",3.6,20,350,"North Indian,Punjabi"
13571,Sarposh,"Indiranagar,Bangalore",4.1,100,1200,"North Indian,Kashmiri"
13574,Theobroma,"Indiranagar,Bangalore",4.5,1000,800,"Bakery,Desserts"
13577,Savoury Restaurant,"Indiranagar,Bangalore",4.1,500,600,"Biryani,Mughlai"
13579,Sharief Bhai,"Indiranagar,Bangalore",4.0,1000,400,"Biryani,North Indian"
13580,RNR Biryani - Taste of 1953,"Indiranagar,Bangalore",4.2,500,350,"Biryani,South Indian"
13582,Moti's Kitchen,"Indiranagar,Bangalore",4.3,1000,200,"Kerala,South Indian"
13587,THAI BASIL,"Indiranagar,Bangalore",3.8,100,1200,Thai
13588,Piazza pizza by Little Italy,"Indiranagar,Bangalore",4.4,100,500,"Pizzas,Salads"
13589,Buffalo Wild Wings,"Indiranagar,Bangalore",3.7,50,1200,"American,Continental"
13592,Good Fettle - Healthy Ice Cream,"Indiranagar,Bangalore",4.8,20,300,"Ice Cream,Desserts"
13594,New Udupi Garden Veg,"Indiranagar,Bangalore",4.2,500,200,"Chinese,Chaat"
13596,Bidadi thatte Idli,"Indiranagar,Bangalore",3.1,50,200,South Indian
13598,Roti Curry and Co,"Indiranagar,Bangalore",4.4,20,200,Indian
13600,New Krishna Sagar,"Indiranagar,Bangalore",3.9,100,200,"South Indian,North Indian"
13601,The Paramount Hotel,"Indiranagar,Bangalore",4.0,100,300,"Indian,Biryani"
13603,Odia dine,"Indiranagar,Bangalore",4.2,500,300,"North Indian,Thalis"
13606,North Indian spice,"Indiranagar,Bangalore",3.7,20,200,North Indian
13608,Khaomomo,"Indiranagar,Bangalore",4.2,50,250,"Tibetan,Nepalese"
13614,McDonald's Gourmet Burger Collection,"Indiranagar,Bangalore",4.0,20,600,"Burgers,Beverages"
13615,SAI RAM HOT CHIPS,"Indiranagar,Bangalore",4.3,20,300,Snacks
13618,Taiki,"Indiranagar,Bangalore",4.0,100,1000,"Pan-Asian,Japanese"
13622,Lavonne,"Indiranagar,Bangalore",4.3,100,1000,"Bakery,Desserts"
13623,Bologna Italian Restaurant,"Indiranagar,Bangalore",4.5,100,600,Italian
13627,Pradhan's kitchen,"Indiranagar,Bangalore",4.3,50,220,"Continental,Salads"
13628,Momo Zone - The Momo Company,"Indiranagar,Bangalore",4.2,20,150,"Chinese,Tibetan"
13631,The Golden Bowl,"Indiranagar,Bangalore",4.0,20,200,"Indian,North Indian"
13632,Le Gateau - The Cake Shop,"Indiranagar,Bangalore",3.8,100,400,Desserts
13633,Chai Central,"Indiranagar,Bangalore",3.8,50,150,"Beverages,Bakery"
13634,Kathi Rolls Co.,"Indiranagar,Bangalore",3.6,20,200,"Fast Food,Beverages"
13635,Sri Udupi Park - Kodihalli,"Indiranagar,Bangalore",4.3,100,150,"South Indian,Chaat"
13638,"Panditji - ras bana rahe( Pooris, Samosas, Kachori","Indiranagar,Bangalore",4.2,100,200,"Fast Food,Snacks"
13641,Lucknow Express,"Indiranagar,Bangalore",4.2,20,10,"North Indian,Bengali"
13645,Shaan-e-Punjab,"Indiranagar,Bangalore",4.2,100,400,"Tandoor,North Indian"
13648,Spiga,"Indiranagar,Bangalore",4.0,50,300,"Continental,Mediterranean"
13649,Onesta,"Indiranagar,Bangalore",3.8,1000,200,"Italian,Desserts"
13650,Paris Panini - French Street Food,"Indiranagar,Bangalore",4.5,500,450,"French,Continental"
13652,Andhra Meal Company,"Indiranagar,Bangalore",4.2,20,200,"South Indian,Home Food"
13653,The Meals Junction,"Indiranagar,Bangalore",4.6,20,5,"North Indian,Bengali"
13655,Burger and Beyond,"Indiranagar,Bangalore",4.0,20,250,"American,Beverages"
13657,The Biryani Zone - By Kouzina,"Indiranagar,Bangalore",3.5,20,150,Biryani
13661,Shaap,"Indiranagar,Bangalore",4.1,100,500,Kerala
13663,Status Fine Dine,"Indiranagar,Bangalore",3.8,20,400,"Chinese,South Indian"
13665,Subway,"Indiranagar,Bangalore",4.1,500,350,"Salads,Snacks"
13668,Ghar Ki Rasoi,"Indiranagar,Bangalore",3.7,100,300,"Chinese,Italian"
13669,BurgerHaus Gourmet Burgers,"Indiranagar,Bangalore",4.0,20,600,"American,Continental"
13670,Shanghai House,"Indiranagar,Bangalore",4.3,100,400,"Chinese,Thai"
13671,Fiero! Pizzeria,"Indiranagar,Bangalore",4.1,100,300,"Pizzas,Italian"
13672,Uncle Peter's Pancakes,"Indiranagar,Bangalore",4.1,500,300,"Desserts,Continental"
13674,Maravanthe,"Indiranagar,Bangalore",4.2,100,800,Seafood
13675,The Empire Juice Shop,"Indiranagar,Bangalore",4.1,20,200,"Ice Cream,Juices"
13677,Biryani Bowl Company,"Indiranagar,Bangalore",4.9,50,400,"Biryani,Hyderabadi"
13678,QISSA,"Indiranagar,Bangalore",3.9,100,600,"Arabian,Lebanese"
13679,The Fatty Bao,"Indiranagar,Bangalore",4.3,100,1300,"Asian,Japanese"
13680,NEW SHAHI KABAB ROLL CENTER,"Indiranagar,Bangalore",4.2,100,250,Fast Food
13682,Green Pepper,"Indiranagar,Bangalore",4.1,1000,200,"Kerala,Seafood"
13684,Chainaama,"Indiranagar,Bangalore",3.5,20,100,Beverages
13685,Sri Krishna Bhavan,"Indiranagar,Bangalore",4.1,100,200,"South Indian,North Indian"
13688,The Biryani Life,"Indiranagar,Bangalore",3.5,20,250,"Biryani,Hyderabadi"
13690,Chakh Le,"Indiranagar,Bangalore",3.8,100,400,"Bengali,Biryani"
13691,Kaayal,"Indiranagar,Bangalore",4.1,100,300,"Kerala,Seafood"
13692,Chaatimes,"Indiranagar,Bangalore",3.7,20,150,"Chaat,Beverages"
13693,Avocado cafe,"Indiranagar,Bangalore",4.6,50,500,"Continental,Snacks"
13695,Rosy Roti,"Indiranagar,Bangalore",4.4,100,200,"Home Food,North Indian"
13699,Shakeshack,"Indiranagar,Bangalore",4.2,50,300,"Bakery,Desserts"
13700,Chef's Cap,"Indiranagar,Bangalore",4.2,50,400,Chinese
13701,WOWFFLES,"Indiranagar,Bangalore",3.5,20,400,"Desserts,Bakery"
13702,Mamagoto,"Indiranagar,Bangalore",4.2,100,900,"Chinese,Asian"
13703,Roll Bol,"Indiranagar,Bangalore",4.4,20,200,"Fast Food,Indian"
13704,Chandni Chowk 2 Bangalore,"Indiranagar,Bangalore",3.7,50,300,"Mughlai,Punjabi"
13706,Kailash Parbat,"Indiranagar,Bangalore",3.9,500,300,"Street Food,Indian"
13709,Prowl Foods By Tiger Shroff,"Indiranagar,Bangalore",4.0,100,500,"North Indian,Continental"
13710,The Thick Shake Factory,"Indiranagar,Bangalore",4.4,100,200,"Ice Cream,Beverages"
13713,Ghee and Turmeric,"Indiranagar,Bangalore",4.0,100,500,"North Indian,Tandoor"
13714,New Taj Dum Biryani,"Indiranagar,Bangalore",2.7,20,400,"North Indian,Continental"
13715,Bombay Brasserie,"Indiranagar,Bangalore",4.3,50,900,"North Indian,Biryani"
13717,Snack House,"Indiranagar,Bangalore",4.1,100,300,"Fast Food,Street Food"
13719,Potful - Claypot Biryanis,"Indiranagar,Bangalore",4.3,500,500,"Biryani,Kebabs"
13721,crunch pizza express delivery,"Indiranagar,Bangalore",4.3,20,300,"Italian,Pizzas"
13722,Lakeview Milkbar,"Indiranagar,Bangalore",4.3,100,450,"Desserts,Ice Cream"
13724,ROLLING DOUGH CAFE,"Indiranagar,Bangalore",3.6,20,700,"Italian,Seafood"
13726,The Pizza Bakery,"Indiranagar,Bangalore",4.4,500,700,"Pizzas,Pastas"
13727,Big Wong,"Indiranagar,Bangalore",4.3,50,800,"Asian,Chinese"
13728,Sandys Sandwiches,"Indiranagar,Bangalore",4.7,20,250,"Fast Food,Snacks"
13729,Vegan Vogue,"Indiranagar,Bangalore",4.2,20,1000,"Healthy Food,Mexican"
13733,The Biryanis,"Indiranagar,Bangalore",3.5,50,400,"Andhra,Biryani"
13735,Grameen Kulfi,"Indiranagar,Bangalore",4.7,100,120,"Ice Cream,Desserts"
13736,Ambur Star Briyani Since 1890,"Indiranagar,Bangalore",4.3,1000,600,"Biryani,Chettinad"
13737,Lo! - Low Carb and Keto Foods,"Indiranagar,Bangalore",4.5,500,150,"Healthy Food,Keto"
13739,Infinitea,"Indiranagar,Bangalore",4.6,100,1000,"Italian,French"
13740,Barbeque Basket,"Indiranagar,Bangalore",4.1,20,400,"American,Arabian"
13741,Bangalore Dessert Company,"Indiranagar,Bangalore",3.4,50,349,"Desserts,Beverages"
13742,Kurrymeen,"Indiranagar,Bangalore",3.9,20,450,"Indian,Coastal"
13743,MTR,"Indiranagar,Bangalore",4.4,1000,300,South Indian
13744,Donne Biriyani House,"Indiranagar,Bangalore",3.4,100,250,Biryani
13746,Thatte Idli Corner,"Indiranagar,Bangalore",3.1,20,150,South Indian
13747,Shree Taaza Thindi,"Indiranagar,Bangalore",3.7,100,150,"South Indian,Snacks"
13753,Nevermind Bar & Social,"Indiranagar,Bangalore",3.8,50,600,"Asian,Italian"
13754,Brahmins Tiffin Center,"Indiranagar,Bangalore",4.2,1000,150,"South Indian,North Indian"
13755,Salt Mango Tree,"Indiranagar,Bangalore",3.9,100,300,"Kerala,South Indian"
13760,Aligarh House by EatFit,"Indiranagar,Bangalore",4.1,100,270,"Biryani,Mughlai"
13763,New Life Kerala Mess,"Indiranagar,Bangalore",4.0,100,200,South Indian
13765,Chaat Street,"Indiranagar,Bangalore",4.2,50,200,"Chaat,Snacks"
13767,Fanoos Xpress,"Indiranagar,Bangalore",3.7,100,250,"Biryani,Tandoor"
13774,Basco And Fry,"Indiranagar,Bangalore",4.3,500,800,"American,Mexican"
13778,Andhra Gunpowder,"Indiranagar,Bangalore",4.2,1000,350,"Andhra,Biryani"
13780,Ayodhya vihar,"Indiranagar,Bangalore",4.3,1000,250,"Chinese,South Indian"
13782,New Karavali Hotel,"Indiranagar,Bangalore",4.1,100,300,"Indian,Seafood"
13785,Imli,"Indiranagar,Bangalore",4.0,100,400,"North Indian,Punjabi"
13786,Cafe Grey By Dongle & Co,"Indiranagar,Bangalore",4.2,20,450,"Beverages,Pizzas"
13787,jai bhavani dhaba,"Indiranagar,Bangalore",3.5,50,250,Indian
13788,Lalaji Ki Kulfi,"Indiranagar,Bangalore",4.3,20,250,"Desserts,Ice Cream"
13789,AL- Arabic Shawarma,"Indiranagar,Bangalore",3.9,20,200,"Arabian,Snacks"
13790,Louis Burger,"Indiranagar,Bangalore",4.4,500,600,American
14154,Third Wave Coffee,"Whitefield,Bangalore",4.2,100,400,"Beverages,Bakery"
14157,LAKEVIEW MILK BAR,"Whitefield,Bangalore",4.2,100,300,"Bakery,Desserts"
14158,ZAZA 22 Spice Biryani,"Whitefield,Bangalore",2.5,20,250,"Biryani,North Indian"
14160,Suvai Factory,"Whitefield,Bangalore",3.4,20,230,"Beverages,Chettinad"
14161,Zomoz - The Momo Company,"Whitefield,Bangalore",4.2,100,250,"Tibetan,Chinese"
14162,Canteen Central by Eatfit,"Whitefield,Bangalore",4.3,20,350,"Pizzas,American"
14164,Omm Nom Nomm,"Whitefield,Bangalore",4.8,100,600,"Ice Cream,Desserts"
14165,Taco Bell,"Whitefield,Bangalore",3.9,500,300,Mexican
14166,Kerala Note Book,"Whitefield,Bangalore",3.3,20,350,"Kerala,Biryani"
14167,Up Bhavan Sweets,"Whitefield,Bangalore",3.5,20,300,"Sweets,Snacks"
14169,AB s-Absolute Barbecues,"Whitefield,Bangalore",3.8,20,400,"Barbecue,Biryani"
14170,Si Pizza,"Whitefield,Bangalore",3.8,20,300,"Italian,Pizzas"
14171,Keventers Ice Cream,"Whitefield,Bangalore",4.0,20,200,"Ice Cream,Desserts"
14173,chickpet donne biriyani house,"Whitefield,Bangalore",4.1,100,180,"Biryani,Indian"
14176,Kurtosshhh,"Whitefield,Bangalore",4.1,20,500,"Mexican,Italian"
14177,Uncle Peters Pancakes,"Whitefield,Bangalore",4.0,100,300,"American,Continental"
14180,ATH - All Things Healthy!,"Whitefield,Bangalore",4.3,100,200,"Healthy Food,Indian"
14187,Herbs And Spices,"Whitefield,Bangalore",3.8,20,600,"Desserts,Continental"
14188,The Baker's Dozen,"Whitefield,Bangalore",4.3,100,300,"Bakery,Desserts"
14190,Mad Over Donuts,"Whitefield,Bangalore",4.1,100,200,"Desserts,Sweets"
14191,Broasted Chicken Hut,"Whitefield,Bangalore",3.2,20,200,"Continental,Snacks"
14193,Bangalore Mandarin,"Whitefield,Bangalore",4.2,500,800,Chinese
14194,Big Bowl Company,"Whitefield,Bangalore",3.3,100,250,"North Indian,Chinese"
14195,Treat,"Whitefield,Bangalore",4.4,50,600,North Indian
14196,The Sandwich Station,"Whitefield,Bangalore",3.8,100,150,"Continental,Beverages"
14202,SMS EVENING FAST FOOD,"Whitefield,Bangalore",4.0,100,400,North Indian
14203,Burger It Up,"Whitefield,Bangalore",4.3,100,150,"American,Fast Food"
14205,BLD Restaurant,"Whitefield,Bangalore",3.2,20,200,Thalis
14207,Bawarchi,"Whitefield,Bangalore",2.6,20,450,Indian
14208,Paradise Biryani,"Whitefield,Bangalore",3.7,1000,400,"Biryani,Kebabs"
14211,Purani Dilli,"Whitefield,Bangalore",3.1,20,300,"Indian,Tandoor"
14212,Kolkata Kitchen,"Whitefield,Bangalore",3.5,20,300,"Bengali,Thalis"
14215,A2B Veg,"Whitefield,Bangalore",3.8,1000,300,"South Indian,North Indian"
14217,Dilli Darbar,"Whitefield,Bangalore",4.0,1000,300,"Biryani,Tandoor"
14218,Pastas By Pizza Hut,"Whitefield,Bangalore",3.3,20,300,"Pastas,Pizzas"
14219,Trattoria by Toscano,"Whitefield,Bangalore",4.0,100,600,"Italian,Pizzas"
14220,LunchBox - Meals and Thalis,"Whitefield,Bangalore",3.8,100,200,"North Indian,Punjabi"
14223,EatFit,"Whitefield,Bangalore",4.2,1000,270,"Healthy Food,Pizzas"
14225,BAY LEAVES,"Whitefield,Bangalore",3.8,100,300,"Indian,Seafood"
14226,Punjabi Tasty Khana,"Whitefield,Bangalore",3.7,20,400,"North Indian,Chinese"
14227,Five Star Chicken,"Whitefield,Bangalore",3.7,20,200,Snacks
14228,The Coffee House,"Whitefield,Bangalore",4.1,500,200,Indian
14232,New Punjabi Tasty Khana,"Whitefield,Bangalore",3.7,100,300,"North Indian,Chinese"
14234,ITC Fabelle Chocolates,"Whitefield,Bangalore",4.9,20,600,"Bakery,Desserts"
14235,Barbeque Nation,"Whitefield,Bangalore",3.8,100,600,"North Indian,Barbecue"
14236,Andhra Kafe,"Whitefield,Bangalore",3.7,20,550,"Mughlai,North Indian"
14237,Refresh,"Whitefield,Bangalore",4.3,50,250,"Indian,Chinese"
