,name,city,rating,rating_count,cost,cuisine
9351,Pastas By Pizza Hut,"Koramangala,Bangalore",3.8,50,300,"Pastas,Pizzas"
9352,Halli Donne Biryani,"Koramangala,Bangalore",3.5,20,200,South Indian
9356,Pipabu,"Koramangala,Bangalore",4.1,100,250,"Pizzas,Italian"
9358,Kerala Note Book,"Koramangala,Bangalore",3.4,20,350,"Kerala,Biryani"
9359,Biryani By Kilo,"Koramangala,Bangalore",4.2,500,500,"Biryani,Hyderabadi"
9361,PVR Cafe,"Koramangala,Bangalore",3.9,20,400,"Snacks,Fast Food"
9362,EatFit,"Koramangala,Bangalore",4.3,1000,270,"Healthy Food,Pizzas"
9363,Brownie Points - Gourmet Brownies,"Koramangala,Bangalore",4.5,20,250,Desserts
9364,FreshMenu,"Koramangala,Bangalore",4.0,1000,250,"Chinese,Continental"
9365,Nando's,"Koramangala,Bangalore",4.2,100,450,"Portuguese,African"
9369,Chianti,"Koramangala,Bangalore",4.0,100,1250,"Italian,Pizzas"
9370,Keventers Ice Cream,"Koramangala,Bangalore",4.3,20,200,"Ice Cream,Desserts"
9371,Zeugar Sugar Free,"Koramangala,Bangalore",4.4,50,199,"Healthy Food,Desserts"
9372,Chaatimes,"Koramangala,Bangalore",3.7,50,150,"Chaat,Beverages"
9374,Canteen Central by Eatfit,"Koramangala,Bangalore",4.2,20,350,"Pizzas,American"
9376,Giani Ice Cream,"Koramangala,Bangalore",4.2,50,300,"Ice Cream,Desserts"
9377,DYU ART CAFE,"Koramangala,Bangalore",4.2,100,400,"Italian,Continental"
9378,McDonald's Gourmet Burger Collection,"Koramangala,Bangalore",4.3,50,600,"Burgers,Beverages"
9381,Chai Pearl,"Koramangala,Bangalore",4.6,20,200,"Beverages,Snacks"
9383,Sicily,"Koramangala,Bangalore",4.8,20,800,Continental
9385,The Burger Craft,"Koramangala,Bangalore",4.3,50,600,Continental
9387,Sichuan,"Koramangala,Bangalore",4.2,100,500,Chinese
9390,Kitchens of China,"Koramangala,Bangalore",4.1,50,450,"Chinese,Combo"
9391,Shahenshah Biryani,"Koramangala,Bangalore",3.8,20,400,"Biryani,North Indian"
9394,The Golden Thali,"Koramangala,Bangalore",4.2,20,300,"Thalis,North Indian"
9398,The Golden Bowl,"Koramangala,Bangalore",4.3,20,250,"North Indian,Punjabi"
9399,Oh My Shawarma,"Koramangala,Bangalore",4.3,100,300,"Fast Food,Beverages"
9401,Sanskari Biryani,"Koramangala,Bangalore",4.4,20,300,"Biryani,Mughlai"
9402,Garden Asia,"Koramangala,Bangalore",4.0,50,500,Chinese
9405,Sendhoor coffee,"Koramangala,Bangalore",4.4,100,200,"Beverages,South Indian"
9408,Momos Mania,"Koramangala,Bangalore",4.0,20,150,"Chinese,Fast Food"
9411,Malabar Cafe,"Koramangala,Bangalore",3.4,100,349,"Kerala,South Indian"
9412,Mewar Kitchen,"Koramangala,Bangalore",4.6,20,350,Indian
9415,Art of Delight,"Koramangala,Bangalore",4.3,100,300,"Desserts,Ice Cream"
9416,Burger Blues,"Koramangala,Bangalore",3.8,20,250,"Fast Food,American"
9417,Momo Zone - The Momo Company,"Koramangala,Bangalore",4.0,100,150,"Chinese,Tibetan"
9418,ROLLS & WRAPS,"Koramangala,Bangalore",3.7,20,200,"Snacks,Beverages"
9427,The Momo Co.,"Koramangala,Bangalore",4.0,20,250,"Chinese,Pan-Asian"
9428,Ludos Pizza,"Koramangala,Bangalore",4.1,100,300,Pizzas
9430,Aalishan Restaurant & Caterer,"Koramangala,Bangalore",4.0,100,290,"Mughlai,North Indian"
9432,Pathaan Sir,"Koramangala,Bangalore",3.9,100,200,North Indian
9433,Sukh Sagar,"Koramangala,Bangalore",4.3,1000,400,South Indian
9434,Cream Stone Ice Cream,"Koramangala,Bangalore",4.0,100,250,"Ice Cream,Desserts"
9437,Biryani Hotel,"Koramangala,Bangalore",2.9,50,150,"Biryani,Indian"
9438,Drunken Monkey,"Koramangala,Bangalore",3.2,50,300,"Healthy Food,Beverages"
9442,Gopaljee Cafe,"Koramangala,Bangalore",4.2,100,350,"Indian,North Indian"
9443,NOTO Healthy Ice Cream,"Koramangala,Bangalore",4.3,100,250,Ice Cream
9447,Khawa Karpo,"Koramangala,Bangalore",4.5,500,178,Chinese
9448,Lazeez,"Koramangala,Bangalore",4.3,500,500,"North Indian,Mughlai"
9449,ITC Sunfeast Baked Creations,"Koramangala,Bangalore",4.6,100,600,"Bakery,Desserts"
9450,ITC Master Chef Creations,"Koramangala,Bangalore",4.4,100,650,"North Indian,Biryani"
9452,Miami Waffles & Jawbreakers,"Koramangala,Bangalore",4.3,50,200,"Waffle,Desserts"
9453,ITC Fabelle Chocolates,"Koramangala,Bangalore",4.8,20,600,"Bakery,Desserts"
9454,The Baker's Dozen,"Koramangala,Bangalore",4.3,50,300,"Bakery,Desserts"
9456,Tharavadu,"Koramangala,Bangalore",3.6,100,300,"Kerala,Seafood"
9459,SMOOR,"Koramangala,Bangalore",4.3,100,350,"Desserts,Ice Cream"
9461,Hari Super Sandwich,"Koramangala,Bangalore",4.3,100,300,"Fast Food,Snacks"
9465,MTR,"Koramangala,Bangalore",4.3,1000,300,South Indian
9466,Maa Di Hatti,"Koramangala,Bangalore",3.8,1000,150,"North Indian,Punjabi"
9468,Soul Rasa,"Koramangala,Bangalore",4.4,1000,500,"Indian,Healthy Food"
9469,Burger It Up,"Koramangala,Bangalore",4.2,50,150,"American,Fast Food"
9471,154 Breakfast Club,"Koramangala,Bangalore",4.4,100,1000,"Continental,American"
9474,The Corner Of Chow,"Koramangala,Bangalore",3.9,20,200,"Chinese,Snacks"
9477,RNR Biryani - Taste of 1953,"Koramangala,Bangalore",4.2,500,350,"Biryani,South Indian"
9480,Goodness Grills,"Koramangala,Bangalore",4.0,100,350,"Healthy Food,Continental"
9482,Home Plate by EatFit,"Koramangala,Bangalore",4.1,100,160,"North Indian,Home Food"
9483,Potful - Claypot Biryanis,"Koramangala,Bangalore",4.2,100,350,"Biryani,Kebabs"
9484,Taiki,"Koramangala,Bangalore",4.0,100,1000,"Pan-Asian,Japanese"
9485,Sera's Cuisine,"Koramangala,Bangalore",4.0,20,300,"Indian,Biryani"
9486,Hot Momo Darjeeling Style,"Koramangala,Bangalore",4.2,100,250,Chinese
9489,McDonald's,"Koramangala,Bangalore",4.3,1000,400,"Burgers,Beverages"
9492,RF Cake and Flowers,"Koramangala,Bangalore",3.6,20,200,Bakery
9495,Chaat Street Express,"Koramangala,Bangalore",4.0,100,150,"Snacks,Chaat"
9496,Puliyogare Palace,"Koramangala,Bangalore",3.5,20,200,South Indian
9498,Chinese Wok (Wok Express),"Koramangala,Bangalore",3.8,500,250,"Chinese,Asian"
9499,Domino's Pizza,"Koramangala,Bangalore",4.3,500,400,Pizzas
9503,Sharief Bhai,"Koramangala,Bangalore",4.0,1000,400,"Biryani,North Indian"
9504,Frosty Frills,"Koramangala,Bangalore",4.7,20,100,"Desserts,Ice Cream"
9505,Lassi  Shop,"Koramangala,Bangalore",4.0,100,200,"Beverages,Snacks"
9506,Leon Grill,"Koramangala,Bangalore",4.4,1000,300,"American,Snacks"
9507,The Licious Kitchen,"Koramangala,Bangalore",4.0,100,350,"Kebabs,Snacks"
9508,The Mangalorean,"Koramangala,Bangalore",4.1,20,600,"Mangalorean,Seafood"
9509,Toscano's Crafted Cakes and Desserts,"Koramangala,Bangalore",3.5,20,600,"Desserts,Bakery"
9511,Mainland China,"Koramangala,Bangalore",4.0,50,650,"Chinese,Asian"
9512,Lassi Corner,"Koramangala,Bangalore",2.5,20,199,"Beverages,Ice Cream"
9514,Wheat Barn,"Koramangala,Bangalore",4.2,100,450,"Pizzas,Desserts"
9515,Garage Food Company,"Koramangala,Bangalore",4.5,20,250,"Chinese,Desserts"
9516,Hotel Empire,"Koramangala,Bangalore",4.0,1000,450,"North Indian,Kebabs"
9520,Tibbs Frankie,"Koramangala,Bangalore",4.1,20,175,Street Food
9523,Dindigul Thalappakatti,"Koramangala,Bangalore",4.0,100,600,"Biryani,Barbecue"
9524,XO Belgian Waffle,"Koramangala,Bangalore",4.3,100,250,Desserts
9525,Wow! Momo,"Koramangala,Bangalore",3.7,20,300,"Tibetan,Healthy Food"
9527,Dande's Hyderabad Biryani,"Koramangala,Bangalore",2.5,20,350,"Biryani,Andhra"
9530,Midnight Mania,"Koramangala,Bangalore",4.1,20,300,"Pizzas,Continental"
9531,Chai Point,"Koramangala,Bangalore",4.4,500,150,"Bakery,Beverages"
9532,Bamey's Restro Cafe,"Koramangala,Bangalore",4.5,100,400,"Chinese,Thai"
9534,Chuckling Chinese,"Koramangala,Bangalore",4.1,100,300,Chinese
9535,Krispy Kreme,"Koramangala,Bangalore",4.5,100,170,"Desserts,Beverages"
9536,Aubree,"Koramangala,Bangalore",4.1,100,700,"Desserts,Bakery"
9539,Keventers - Milkshakes and Desserts,"Koramangala,Bangalore",4.2,100,300,"Beverages,Ice Cream"
9540,Simply South by YummyEats,"Koramangala,Bangalore",3.5,100,250,"Biryani,Indian"
9541,Thottathil Restaurant,"Koramangala,Bangalore",3.8,100,200,South Indian
9542,V Cafe - Meals By PVR,"Koramangala,Bangalore",3.5,20,400,"Pizzas,Snacks"
9543,Biryani Khazana,"Koramangala,Bangalore",4.2,20,400,"Biryani,Indian"
9544,CHEESECAKE AND CO,"Koramangala,Bangalore",4.6,50,250,Bakery
9545,Chickpet donne biriyani house,"Koramangala,Bangalore",4.0,500,250,Biryani
9549,FICO,"Koramangala,Bangalore",3.9,20,300,"Pizzas,Desserts"
9550,Nadan Pothichoru,"Koramangala,Bangalore",3.7,100,200,"South Indian,Kerala"
9551,Wakka Makka Chinese,"Koramangala,Bangalore",3.9,50,250,"Tibetan,Chinese"
9552,Brownie Heaven,"Koramangala,Bangalore",4.4,50,350,Desserts
9555,Friends Euro Restaurant,"Koramangala,Bangalore",4.0,20,599,"Chinese,Continental"
9557,Lucknowee,"Koramangala,Bangalore",4.0,20,600,"North Indian,Biryani"
9559,Tandoor Hut,"Koramangala,Bangalore",4.3,100,300,"Biryani,Chinese"
9562,Anand Sweets and Savouries,"Koramangala,Bangalore",4.4,1000,300,"Sweets,Snacks"
9563,Anjappar,"Koramangala,Bangalore",3.9,500,600,"Chettinad,Thalis"
9566,Royal Calcutta Restaurant,"Koramangala,Bangalore",3.8,100,178,"Bengali,Chinese"
9567,Blue Tokai Coffee Roasters,"Koramangala,Bangalore",4.4,100,800,"Healthy Food,Pastas"
9571,Salad Matters,"Koramangala,Bangalore",4.4,100,550,"Salads,Healthy Food"
9574,Shakeshack,"Koramangala,Bangalore",4.2,100,400,"Bakery,Desserts"
9575,Tunday Kababi,"Koramangala,Bangalore",4.0,100,300,"Mughlai,Lucknowi"
9576,Ninhao Asian Kitchen,"Koramangala,Bangalore",4.1,100,300,"Pan-Asian,Chinese"
9578,Truffles,"Koramangala,Bangalore",4.4,5000,450,"American,Continental"
9580,Tibetan Mother's Kitchen,"Koramangala,Bangalore",4.3,100,250,"Chinese,Tibetan"
9582,Delhi Food Point,"Koramangala,Bangalore",3.8,100,250,North Indian
9583,Via Milano,"Koramangala,Bangalore",3.9,50,800,"Italian,Pizzas"
9585,Meghana Foods,"Koramangala,Bangalore",4.3,5000,500,"Biryani,Andhra"
9586,Terra Bites,"Koramangala,Bangalore",4.0,20,700,"Continental,American"
9587,Tadka Singh,"Koramangala,Bangalore",3.8,20,300,"Punjabi,North Indian"
9590,Golden Dragon,"Koramangala,Bangalore",4.0,20,600,"Chinese,Indian"
9591,Singh Da Punjabi Dhaba,"Koramangala,Bangalore",3.8,100,200,"Punjabi,Tandoor"
9594,Prezzed Juicery,"Koramangala,Bangalore",4.5,100,250,"Juices,Healthy Food"
9595,The Hole in the Wall Cafe,"Koramangala,Bangalore",4.3,500,257,American
9596,Uday Sweets,"Koramangala,Bangalore",4.1,100,100,Rajasthani
9597,Mom's magic cafe,"Koramangala,Bangalore",3.8,50,150,"Fast Food,South Indian"
9598,The Betel Leaf Co.,"Koramangala,Bangalore",4.6,100,200,"Paan,Desserts"
9599,Anupam's Coast II Coast,"Koramangala,Bangalore",4.2,100,1000,"North Indian,Chinese"
9600,China Pearl,"Koramangala,Bangalore",4.5,500,1100,"Chinese,Asian"
9602,Bob's Bar,"Koramangala,Bangalore",4.3,100,300,"South Indian,North Indian"
9605,Kabali Biryani,"Koramangala,Bangalore",4.1,50,250,"Biryani,Combo"
9612,UBQ by Barbeque Nation,"Koramangala,Bangalore",3.8,100,300,"North Indian,Barbecue"
9616,Kaati Zone Rolls & Wraps,"Koramangala,Bangalore",4.1,100,150,"Fast Food,Beverages"
9622,NH1 Bowls - Highway To North,"Koramangala,Bangalore",4.5,50,250,"North Indian,Punjabi"
9623,Basaveshwar khanavali,"Koramangala,Bangalore",4.3,20,400,South Indian
9630,Paratha Plaza,"Koramangala,Bangalore",4.4,100,250,North Indian
9631,Momo Rice Noodles,"Koramangala,Bangalore",4.0,100,350,"Chinese,Thai"
9635,Baskin Robbins,"Koramangala,Bangalore",4.4,100,250,Desserts
9636,Habibi Falafel,"Koramangala,Bangalore",4.2,100,250,"Mediterranean,Lebanese"
9637,Cupcake Noggins - Vintage Patisserie,"Koramangala,Bangalore",4.2,50,150,"Desserts,British"
9638,FOOD ADDA,"Koramangala,Bangalore",3.7,20,250,"Fast Food,Chinese"
9641,Punjabi Unplugged,"Koramangala,Bangalore",3.9,100,300,"North Indian,Chinese"
9642,Bakingo,"Koramangala,Bangalore",4.3,100,300,"Bakery,Desserts"
9645,BOSS Burger,"Koramangala,Bangalore",4.1,100,500,"American,Continental"
9649,Donne Biryani House,"Koramangala,Bangalore",3.9,500,130,Biryani
9650,Pizza Club 1987,"Koramangala,Bangalore",4.3,20,250,Pizzas
9652,Chinita Real Mexican Food,"Koramangala,Bangalore",4.3,100,1000,Mexican
9654,Mani's Dum Biryani,"Koramangala,Bangalore",4.2,1000,400,"Andhra,Biryani"
9657,Uttam Uttar By YummyEats,"Koramangala,Bangalore",4.1,20,300,"North Indian,Indian"
9658,"Lubov Patisserie - Cakes, Macarons and Desserts","Koramangala,Bangalore",4.3,20,500,"Bakery,Desserts"
9660,Tenzin Kitchen,"Koramangala,Bangalore",4.3,500,400,"Asian,Chinese"
9665,Samosa Party,"Koramangala,Bangalore",4.2,100,100,"Chaat,North Indian"
9667,Hatti Kaapi - Coffee and more,"Koramangala,Bangalore",4.1,100,150,"Beverages,South Indian"
9668,Bao to me,"Koramangala,Bangalore",4.8,50,250,"Chinese,Japanese"
9670,Brown Burger Co.,"Koramangala,Bangalore",4.2,20,300,"American,Beverages"
9671,Elixir - Luxury Pearls Drink,"Koramangala,Bangalore",4.1,100,500,"Beverages,Ice Cream"
9672,The Grub Hub,"Koramangala,Bangalore",3.8,50,300,"Continental,American"
9673,Bistro Oui,"Koramangala,Bangalore",3.9,100,800,Continental
9674,Occasions,"Koramangala,Bangalore",4.1,20,400,Bakery
9677,Potar's Kitchen,"Koramangala,Bangalore",4.0,20,300,"North Indian,Mangalorean"
9679,Superman Momos,"Koramangala,Bangalore",4.4,20,250,"Chinese,Tibetan"
9682,Bearfoot Bistro,"Koramangala,Bangalore",4.5,50,300,"Pizzas,Continental"
9684,Call Me Chow,"Koramangala,Bangalore",4.3,1000,400,"Chinese,Pan-Asian"
9685,Risalo Italian Pizza,"Koramangala,Bangalore",3.2,20,1100,"Italian,Pizzas"
9687,AL-TAJ,"Koramangala,Bangalore",3.2,20,200,"Chinese,Indian"
9688,Creams and Bites,"Koramangala,Bangalore",5.0,20,250,Ice Cream
9689,The Icecream Zone,"Koramangala,Bangalore",4.8,20,300,"Ice Cream,Desserts"
9691,Cane Crussh,"Koramangala,Bangalore",4.4,20,60,"Juices,Healthy Food"
9694,Ibaco,"Koramangala,Bangalore",4.6,100,800,Desserts
9701,Chung Wah,"Koramangala,Bangalore",4.0,100,800,Chinese
9704,Mad Momos,"Koramangala,Bangalore",3.9,100,250,"Chinese,Tibetan"
9705,The Momo Box,"Koramangala,Bangalore",3.8,20,250,"Chinese,Tibetan"
9706,What'sinaPita,"Koramangala,Bangalore",4.2,500,171,"Middle Eastern,Mediterranean"
9707,Starbucks Coffee,"Koramangala,Bangalore",4.2,100,400,Beverages
9708,Dhishoom -Dhaba by Salt,"Koramangala,Bangalore",4.0,20,400,"North Indian,Kebabs"
9709,Rice Bowl,"Koramangala,Bangalore",4.4,50,300,"North Indian,South Indian"
9712,BASMATI'S BRIYANI NATION,"Koramangala,Bangalore",3.1,20,300,"Biryani,Andhra"
9713,NARMADA Chain of Restaurants,"Koramangala,Bangalore",4.5,500,500,"Biryani,Andhra"
9715,Onesta,"Koramangala,Bangalore",4.0,500,200,"Italian,Desserts"
9716,Apsara Ice Creams,"Koramangala,Bangalore",4.5,100,150,"Ice Cream,Desserts"
9717,La Fresca Pasta,"Koramangala,Bangalore",4.1,50,600,"Italian,Pastas"
9718,THE PIZZA FOLKS,"Koramangala,Bangalore",4.1,20,200,"Pizzas,Snacks"
9719,Easy Bites by Hotel Empire,"Koramangala,Bangalore",3.4,100,200,"Snacks,Fast Food"
9721,Royal Treat,"Koramangala,Bangalore",4.1,500,193,"Biryani,Mughlai"
9725,Indian Chhota Samosa Garden,"Koramangala,Bangalore",3.5,20,200,Chaat
9729,XPRESS CHAI,"Koramangala,Bangalore",4.6,20,300,Bakery
9732,Craft of Biryani,"Koramangala,Bangalore",4.2,100,500,"North Indian,Biryani"
9736,Bansal's Thali & Combo Meals,"Koramangala,Bangalore",5.0,20,300,"North Indian,Indian"
9738,CakeZone,"Koramangala,Bangalore",4.3,100,200,"Desserts,Bakery"
9740,California Burrito,"Koramangala,Bangalore",4.5,1000,250,"Mexican,American"
9741,SLAY Coffee Bar,"Koramangala,Bangalore",4.6,100,200,"Beverages,Desserts"
9742,Cupcake Bliss Cakes & Desserts,"Koramangala,Bangalore",4.1,50,200,"Bakery,Desserts"
9744,Omm Sweets Snacks,"Koramangala,Bangalore",3.6,20,200,"Sweets,Snacks"
9745,MBA In Khichdi,"Koramangala,Bangalore",4.3,20,250,"Healthy Food,Home Food"
9746,Aligarh House by EatFit,"Koramangala,Bangalore",4.0,100,400,"Biryani,Mughlai"
9749,Slurpy Shakes,"Koramangala,Bangalore",4.2,20,150,"Desserts,Beverages"
9751,Theobroma,"Koramangala,Bangalore",4.4,500,450,"Desserts,Bakery"
9752,Sultan Rolls & Sandwiches,"Koramangala,Bangalore",3.7,100,150,"Snacks,Chinese"
9755,AMBUR STAR BIRYANI,"Koramangala,Bangalore",4.1,20,330,"Biryani,South Indian"
9756,Cafe Medley,"Koramangala,Bangalore",4.4,20,450,"Desserts,American"
9759,Juice Shop,"Koramangala,Bangalore",3.3,100,150,"Juices,Beverages"
9760,NAATI CAFE,"Koramangala,Bangalore",4.3,50,300,"Biryani,Kebabs"
9762,Green Dot Pizza,"Koramangala,Bangalore",3.9,50,300,"Pizzas,Italian"
9763,Just Shawarma,"Koramangala,Bangalore",3.9,100,250,Fast Food
9764,CLAY POT TEA,"Koramangala,Bangalore",4.1,20,300,"Beverages,Fast Food"
9765,The Daily Meal,"Koramangala,Bangalore",4.3,20,200,"North Indian,Punjabi"
9766,Bengali Dhekur,"Koramangala,Bangalore",4.0,100,600,"Bengali,Biryani"
9767,The Daily Bowl,"Koramangala,Bangalore",3.5,20,200,"North Indian,Indian"
9768,Badmash Biryani,"Koramangala,Bangalore",4.2,20,300,"Biryani,North Indian"
9769,The Veggie Thali,"Koramangala,Bangalore",3.9,20,200,Indian
9771,Bathinda Junction,"Koramangala,Bangalore",4.0,100,250,North Indian
9773,Veg Luv Bowl,"Koramangala,Bangalore",4.5,20,200,"Indian,Desserts"
9779,WarmOven Cakes & Desserts,"Koramangala,Bangalore",4.2,500,200,"Bakery,Desserts"
9780,Poha point,"Koramangala,Bangalore",4.3,100,90,Snacks
9782,Indiana Burgers,"Koramangala,Bangalore",4.3,100,150,"American,Fast Food"
9783,Simply Chinese by YummyEats,"Koramangala,Bangalore",3.8,20,400,Chinese
9784,Wack waffles & Brownies,"Koramangala,Bangalore",4.4,20,300,"Waffle,Desserts"
9785,Nandhana Palace,"Koramangala,Bangalore",4.0,1000,500,"Biryani,Andhra"
9787,New York Waffles & Dinges,"Koramangala,Bangalore",4.4,20,300,"Waffle,Desserts"
9788,The Dessert Zone,"Koramangala,Bangalore",4.0,50,200,"Bakery,Desserts"
9790,Dhaba Estd 1986 Delhi,"Koramangala,Bangalore",4.0,100,900,"North Indian,Kebabs"
9793,AL-BEK,"Koramangala,Bangalore",3.6,100,400,"Tandoor,Mughlai"
9794,Biergarten Brewery & Kitchen,"Koramangala,Bangalore",4.0,50,750,"Continental,Pizzas"
9795,Holy Doh! Pizza,"Koramangala,Bangalore",3.9,20,600,"Pizzas,Italian"
9797,The Reservoire,"Koramangala,Bangalore",4.4,100,300,"Chinese,North Indian"
9798,Sangam Sweets,"Koramangala,Bangalore",4.6,100,100,"North Indian,Desserts"
9800,GOPIZZA,"Koramangala,Bangalore",4.1,100,200,Pizzas
9801,Sultans of Spice,"Koramangala,Bangalore",4.4,100,599,"North Indian,Chinese"
9802,Goli Vada Pav No .1,"Koramangala,Bangalore",4.0,50,100,"Maharashtrian,North Indian"
9805,Madeena Hotel,"Koramangala,Bangalore",4.1,1000,250,"Biryani,Mughlai"
9808,Good Fettle Healthy Ice Cream,"Koramangala,Bangalore",4.5,20,190,Ice Cream
9811,CHINESE KITCHEN,"Koramangala,Bangalore",3.6,100,300,"Chinese,Indian"
9812,Sri srinivasa pork hotel,"Koramangala,Bangalore",3.0,50,150,Indian
9814,Biryani Hazir Ho,"Koramangala,Bangalore",4.2,20,300,"Biryani,Mughlai"
9815,Momo Monk,"Koramangala,Bangalore",4.0,20,350,"Pan-Asian,Chinese"
9817,Punjabi Nawabi,"Koramangala,Bangalore",3.7,500,350,"Chinese,North Indian"
9820,Sagar fast food,"Koramangala,Bangalore",4.4,500,200,"Chinese,South Indian"
9822,Baba Ganoush,"Koramangala,Bangalore",4.0,20,300,"Arabian,Snacks"
9827,Foodpecker,"Koramangala,Bangalore",3.5,20,300,"North Indian,Biryani"
9830,Sardarji Londonwaley,"Koramangala,Bangalore",3.8,1000,350,"Indian,North Indian"
9834,Amma's Pastries,"Koramangala,Bangalore",3.9,50,350,"Bakery,Desserts"
9835,Chai Nagri,"Koramangala,Bangalore",3.8,50,300,"Snacks,Beverages"
9836,Sri Adithya Catering Services,"Koramangala,Bangalore",3.7,20,200,"South Indian,North Indian"
9837,Saapaad,"Koramangala,Bangalore",3.6,500,200,South Indian
9839,Kairali,"Koramangala,Bangalore",4.3,100,300,Kerala
9841,Snack House,"Koramangala,Bangalore",4.5,20,300,Street Food
9842,Cafe Coffee Day,"Koramangala,Bangalore",4.7,100,300,"Beverages,Snacks"
9846,Tarbouche,"Koramangala,Bangalore",3.4,100,500,"Arabian,Lebanese"
9847,Ching Chong Asian,"Koramangala,Bangalore",4.5,20,250,"Chinese,Beverages"
9848,The Arabian Shawarma,"Koramangala,Bangalore",3.0,20,100,"Arabian,Pizzas"
9851,Northwest Kebab & Curryhouse,"Koramangala,Bangalore",3.7,50,500,"Indian,North Indian"
9852,Grow Fit,"Koramangala,Bangalore",4.4,100,350,"Healthy Food,Keto"
9854,Burger King,"Koramangala,Bangalore",4.2,1000,350,American
9857,Paratha Box by EatFit,"Koramangala,Bangalore",3.9,50,250,"North Indian,Punjabi"
9858,Kwality Walls Frozen Dessert and Ice Cream Shop,"Koramangala,Bangalore",4.3,50,300,Ice Cream
9864,Big Bowl Company,"Koramangala,Bangalore",3.8,100,250,"North Indian,Chinese"
9871,Boozy Bakes,"Koramangala,Bangalore",3.8,20,300,"Bakery,Desserts"
9872,Heaven in a Jar,"Koramangala,Bangalore",4.2,50,300,"Bakery,Desserts"
9875,The Bowl Company,"Koramangala,Bangalore",4.4,1000,300,"Continental,North Indian"
9877,Smokey Tribe,"Koramangala,Bangalore",4.1,50,700,"Naga,Continental"
9878,Mandya Gowdru Donne Biryani,"Koramangala,Bangalore",4.1,100,250,"Biryani,Chettinad"
9883,Mane holige,"Koramangala,Bangalore",4.4,100,100,"Sweets,Indian"
9885,Madras Meal Company,"Koramangala,Bangalore",4.1,50,250,"Chettinad,South Indian"
9890,Hotel Savitha Family Restaurant,"Koramangala,Bangalore",4.0,1000,150,"North Indian,South Indian"
9891,Krishna Food Centre,"Koramangala,Bangalore",4.5,100,250,North Indian
9892,Dalma,"Koramangala,Bangalore",4.1,100,197,"Oriya,Seafood"
9897,Gam's Delicacy,"Koramangala,Bangalore",4.4,100,800,"North Indian,Chinese"
9904,The tasty planet,"Koramangala,Bangalore",4.6,20,70,"Beverages,Salads"
9906,North Indian Bhukkads - NIB,"Koramangala,Bangalore",3.7,50,500,"North Indian,Tandoor"
9908,ARAMANE DONNE BIRIYANI,"Koramangala,Bangalore",4.3,100,300,Indian
9909,Andhra Gunpowder,"Koramangala,Bangalore",4.1,500,350,"Andhra,Biryani"
9912,Subway,"Koramangala,Bangalore",3.7,100,350,"Salads,Snacks"
9913,Helloo Delhi,"Koramangala,Bangalore",4.3,100,336,North Indian
9915,Kebapci,"Koramangala,Bangalore",4.3,100,600,"Turkish,Middle Eastern"
9916,Istah Shawarma,"Koramangala,Bangalore",4.4,500,250,"Arabian,Lebanese"
9918,Burritos & Bowls Mexican Kitchen,"Koramangala,Bangalore",3.9,20,450,"Mexican,Salads"
9921,Candy Cloud Factory,"Koramangala,Bangalore",3.8,50,200,"Beverages,Ice Cream"
9926,"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Koramangala,Bangalore",4.1,100,250,"Beverages,Desserts"
9927,Hardil Punjabi,"Koramangala,Bangalore",3.7,20,300,"North Indian,Indian"
9928,Shaikh's lazeez darbar,"Koramangala,Bangalore",3.7,50,250,Hyderabadi
9931,The Coorg Food Co.,"Koramangala,Bangalore",4.1,100,750,South Indian
9933,New Ambur Briyani point,"Koramangala,Bangalore",4.2,20,200,"Biryani,Kebabs"
9937,The Naati Bar And Kitchen,"Koramangala,Bangalore",3.5,20,500,Indian
9939,La Pino'z Pizza,"Koramangala,Bangalore",4.0,1000,251,Italian
9941,Cafe Terra,"Koramangala,Bangalore",4.2,50,245,Continental
9945,Al Taza,"Koramangala,Bangalore",4.5,100,300,"Arabian,Lebanese"
9946,Pingara,"Koramangala,Bangalore",4.2,20,250,"Biryani,Chinese"
9947,Bistro Claytopia,"Koramangala,Bangalore",4.0,20,300,"Continental,American"
9948,Biryani Trip,"Koramangala,Bangalore",3.8,50,400,"Biryani,Hyderabadi"
9950,Imperial Restaurant,"Koramangala,Bangalore",4.1,500,400,"Tandoor,Biryani"
9951,Paratha Envy,"Koramangala,Bangalore",4.2,100,249,North Indian
9955,Mealful Rolls - Meals in a Roll,"Koramangala,Bangalore",4.3,20,250,"Fast Food,North Indian"
9956,Great Indian Khichdi by EatFit,"Koramangala,Bangalore",4.4,100,200,"Home Food,Indian"
9957,Smoodies & Juices: Yours Fruitfully,"Koramangala,Bangalore",4.3,50,140,"Snacks,Healthy Food"
9958,Nati Mane,"Koramangala,Bangalore",2.5,20,300,"Biryani,Indian"
9960,Bite Me Cupcakes,"Koramangala,Bangalore",3.9,100,150,"Bakery,Desserts"
9962,Lot Like Crepes,"Koramangala,Bangalore",4.5,50,600,"Desserts,Continental"
9963,homely,"Koramangala,Bangalore",4.4,1000,200,"Home Food,North Indian"
9966,Chaayos Chai+Snacks=Relax,"Koramangala,Bangalore",4.4,1000,250,"Bakery,Beverages"
9968,Biryani Now by YummyEats,"Koramangala,Bangalore",3.5,20,250,"Biryani,South Indian"
9969,The Doner Company,"Koramangala,Bangalore",4.2,100,300,"Turkish,Middle Eastern"
